ID,Title,Release Date,Popularity,Poster URL,Backdrop URL,Overview,Genres,Actors,Trailers
1,"Dr. Jekyll and Mr. Hyde",1920-03-18,16.08,https://image.tmdb.org/t/p/w500/u8OL0RbTNzqqB1WmkxroTBXohnv.jpg,https://image.tmdb.org/t/p/w500/tQRHrssevbysfmDG9FbA86qesCH.jpg,"A doctor's research into the roots of evil turns him into a hideous depraved fiend.","Horror;Science Fiction;Drama","John Barrymore;Brandon Hurst;Martha Mansfield;Charles Lane;Cecil Clovelly",https://www.youtube.com/watch?v=P0DK1dl8eRc
2,"The Kid",1921-01-21,29.084,https://image.tmdb.org/t/p/w500/drgMcyTsySQBnUPGaBThCHGdlWT.jpg,https://image.tmdb.org/t/p/w500/mAhCW7QbpL5kwvCWGsfyY3ILoW6.jpg,"A tramp cares for a boy after he's abandoned as a newborn by his mother. Later the mother has a change of heart and aches to be reunited with her son.","Comedy;Drama","Charlie Chaplin;Jackie Coogan;Carl Miller;Edna Purviance;Albert Austin",https://www.youtube.com/watch?v=O5WXokyub-4
3,"Nanook of the North",1922-06-11,10.366,https://image.tmdb.org/t/p/w500/9WAboi1QbKu41WkyGxQVNpXwwxx.jpg,https://image.tmdb.org/t/p/w500/f8wJyERoBQgmptrue3xhMkC1Mjq.jpg,"This pioneering documentary film depicts the lives of the indigenous Inuit people of Canada's northern Quebec region. Although the production contains some fictional elements, it vividly shows how its resourceful subjects survive in such a harsh climate, revealing how they construct their igloo homes and find food by hunting and fishing. The film also captures the beautiful, if unforgiving, frozen landscape of the Great White North, far removed from conventional civilization.","Documentary;Drama","Allakariallak;Alice Nevalinga;Cunayou;Allegoo;Allee",https://www.youtube.com/watch?v=bkilXJiCfng
4,"Safety Last!",1923-04-01,15.58,https://image.tmdb.org/t/p/w500/qNpBbHlptWgFhtGny3KDf7ImkWR.jpg,https://image.tmdb.org/t/p/w500/xQV1wNUu0W5hPR8rEvQYobpedJK.jpg,"When a store clerk organizes a contest to climb the outside of a tall building, circumstances force him to make the perilous climb himself.","Comedy;Romance","Harold Lloyd;Mildred Davis;Bill Strother;Noah Young;Westcott Clarke",https://www.youtube.com/watch?v=rhNtSU8ubf0
5,"The Hunchback of Notre Dame",1923-09-06,11.448,https://image.tmdb.org/t/p/w500/3oheTQrTuqS1jPUW6GOc65ZbM5u.jpg,https://image.tmdb.org/t/p/w500/3Y5AcPiWQ3kzyIzdrbdV43dWrgX.jpg,"In 15th century France, a gypsy girl is framed for murder by the infatuated Chief Justice, and only the deformed bellringer of Notre Dame Cathedral can save her.","Romance;Drama;Horror","Lon Chaney;Patsy Ruth Miller;Norman Kerry;Kate Lester;Winifred Bryson",https://www.youtube.com/watch?v=HC37IKScnfs
6,"Our Hospitality",1923-11-19,13.124,https://image.tmdb.org/t/p/w500/cAEdL6RzfDSbPO51izl01Njzikx.jpg,https://image.tmdb.org/t/p/w500/4tbUsrndxsHcHsJE3jGNxVtlZj3.jpg,"A young man falls for a young woman on his trip home; unbeknownst to him, her family has vowed to kill every member of his family.","Comedy;Romance","Buster Keaton;Joe Roberts;Natalie Talmadge;Francis X. Bushman Jr.;Craig Ward",https://www.youtube.com/watch?v=1BWMJ06xDN0
7,"The Thief of Bagdad",1924-03-18,13.902,https://image.tmdb.org/t/p/w500/8t4CJ591N2FATf2yUiQNQk9p0tB.jpg,https://image.tmdb.org/t/p/w500/cuMvdjZVYKeCLBtWFc2FDiNAsUR.jpg,"A recalcitrant thief vies with a duplicitous Mongol ruler for the hand of a beautiful princess.","Romance;Adventure;Fantasy","Douglas Fairbanks;Snitz Edwards;Charles Belcher;Julanne Johnston;Sôjin Kamiyama",https://www.youtube.com/watch?v=msVH7dZkB8o
8,"Sherlock Jr.",1924-04-17,16.26,https://image.tmdb.org/t/p/w500/1G9r3rqtbFAQuyWKOZm4Y5J5s7Q.jpg,https://image.tmdb.org/t/p/w500/dRKCNvOjXkRTIA3D3KAve7GRu4k.jpg,"A film projectionist longs to be a detective, and puts his meagre skills to work when he is framed by a rival for stealing his girlfriend's father's pocketwatch.","Action;Comedy;Mystery","Buster Keaton;Kathryn McGuire;Joe Keaton;Erwin Connelly;Ward Crane",https://www.youtube.com/watch?v=JSEK1NUPrGA
9,"The Navigator",1924-09-28,11.239,https://image.tmdb.org/t/p/w500/eFIbnDnBnIi1qnz15UUiMFmjRmL.jpg,https://image.tmdb.org/t/p/w500/qqybzi8MPIJxg2bSXzkkg5pEIhe.jpg,"The wealthy and impulsive Rollo Treadway decides to propose to his beautiful socialite neighbor, Betsy O'Brien. Although Betsy turns Rollo down, he still opts to go on the cruise that he intended as their honeymoon. When circumstances find both Rollo and Betsy on the wrong ship, they end up having adventures on the high seas.","Comedy;Action;Adventure;Romance","Buster Keaton;Kathryn McGuire;Frederick Vroom;Clarence Burton;H.N. Clugston",https://www.youtube.com/watch?v=rsl-1g1IpJU
10,"The Gold Rush",1925-07-12,14.047,https://image.tmdb.org/t/p/w500/eQRFo1qwRREYwj47Yoe1PisgOle.jpg,https://image.tmdb.org/t/p/w500/hZHeDPQGNKN9NN9GuW7qVbM2tDx.jpg,"A gold prospector in Alaska struggles to survive the elements and win the heart of a dance hall girl.","Adventure;Comedy;Drama","Charlie Chaplin;Georgia Hale;Mack Swain;Tom Murray;Henry Bergman",https://www.youtube.com/watch?v=cSSZiPHkXio
11,"The Phantom of the Opera",1925-09-22,12.538,https://image.tmdb.org/t/p/w500/mvaYpAYj957C2tlq3vVJPSzGJXK.jpg,https://image.tmdb.org/t/p/w500/6FSs7jMimg1PBYdhZtPNQhtKtEc.jpg,"The deformed Phantom who haunts the Paris Opera House causes murder and mayhem in an attempt to make the woman he loves a star.","Drama;Horror","Lon Chaney;Norman Kerry;Mary Philbin;Arthur Edmund Carewe;Gibson Gowland",https://www.youtube.com/watch?v=HYvbaILyc2s
12,"The General",1926-12-25,16.574,https://image.tmdb.org/t/p/w500/nIp4gIXogCjfB1QABNsWwa9gSca.jpg,https://image.tmdb.org/t/p/w500/h68ilwiTesb5wmDgy2mHYkVuOBP.jpg,"During America’s Civil War, Union spies steal engineer Johnny Gray's beloved locomotive, 'The General'—with Johnnie's lady love aboard an attached boxcar—and he single-handedly must do all in his power to both get The General back and to rescue Annabelle.","Comedy;Action;Adventure;War","Buster Keaton;Marion Mack;Glen Cavender;Jim Farley;Frederick Vroom",https://www.youtube.com/watch?v=7EcZPcFfjqY
13,"The Lodger: A Story of the London Fog",1927-02-14,14.512,https://image.tmdb.org/t/p/w500/tD84zwFeFRf3zG98x558N3PBMV.jpg,https://image.tmdb.org/t/p/w500/8svHeSlKssWjscBaa2HnFZR9oo4.jpg,"London. A mysterious serial killer brutally murders young blond women by stalking them in the night fog. One foggy, sinister night, a young man who claims his name is Jonathan Drew arrives at the guest house run by the Bunting family and rents a room.","Crime;Thriller;Mystery","Ivor Novello;Marie Ault;Arthur Chesney;June Tripp;Malcolm Keen",https://www.youtube.com/watch?v=BJnoaTzJdLs
14,"Wings",1927-08-12,16.153,https://image.tmdb.org/t/p/w500/kEl6KCBgdmT1Nex3ka0EIWAOmtm.jpg,https://image.tmdb.org/t/p/w500/soJGAjMOnvHaWZvAZm7r5OMTpM4.jpg,"Two young men, one rich, one middle class, both in love with the same woman, become US Air Corps fighter pilots and, eventually, heroic flying aces during World War I. Devoted best friends, their mutual love of the girl eventually threatens their bond. Meanwhile, a hometown girl who's the lovestruck lifelong next door neighbor of one of them pines away.","Drama;Action;War;Romance","Clara Bow;Charles 'Buddy' Rogers;Richard Arlen;Jobyna Ralston;El Brendel",https://www.youtube.com/watch?v=08NbkvJQq-s
15,"7th Heaven",1927-09-10,12.203,https://image.tmdb.org/t/p/w500/wdSn5awvsTklNxwDlEoYKLpeYnl.jpg,https://image.tmdb.org/t/p/w500/ebgjvr2dwubTYzOfa419bAzumQ0.jpg,"In 1910s Paris, a sewer worker disillusioned with Christianity feels his prayers have been answered when he chances upon a street waif and they fall in love.","Drama;Romance","Janet Gaynor;Charles Farrell;Albert Gran;David Butler;Marie Mosquini",https://www.youtube.com/watch?v=1cYHUxUwmmM
16,"Downhill",1927-10-24,10.34,https://image.tmdb.org/t/p/w500/s6AppTbM34sNB9FASwezhIyesn5.jpg,https://image.tmdb.org/t/p/w500/1h0VzoJNAwhjjhehLnsgbIcCEFv.jpg,"Roddy, first son of the rich Berwick family, is expelled from school when he takes the blame for his friend Tim's charge. His family sends him away and all of his friends leave him alone. Through many life choices that don't work out in his favor, Roddy begins to find his life slowly spiraling out of his control.","Drama;Adventure","Ivor Novello;Ben Webster;Norman McKinnel;Robin Irvine;Jerrold Robertshaw",https://www.youtube.com/watch?v=4TJX1ciN4bs
17,"Sunrise: A Song of Two Humans",1927-11-04,11.753,https://image.tmdb.org/t/p/w500/oj8ZW8jKXBSs8F1e5iWsTUeXSJW.jpg,https://image.tmdb.org/t/p/w500/hKrrCigPFmhv1bg5IJl9nzjEaN4.jpg,"A married farmer falls under the spell of a slatternly woman from the city, who tries to convince him to drown his wife.  Preserved by the Academy Film Archive in partnership with British Film Institute in 2004.","Drama;Romance","George O’Brien;Janet Gaynor;Margaret Livingston;Bodil Rosing;J. Farrell MacDonald",https://www.youtube.com/watch?v=PCgbFay53BA
18,"The Circus",1928-01-06,15.697,https://image.tmdb.org/t/p/w500/3FywbVq2qGqbYHPCy2NJcOf0gmp.jpg,https://image.tmdb.org/t/p/w500/fSu9eMwiGR7YVznegeB4JQPKgrO.jpg,"Charlie, a wandering tramp, becomes a circus handyman - soon the star of the show - and falls in love with the circus owner's stepdaughter.","Comedy;Romance","Charlie Chaplin;Al Ernest Garcia;Merna Kennedy;Harry Crocker;George Davis",https://www.youtube.com/watch?v=FTZfMBREBtc
19,"The Man Who Laughs",1928-04-27,12.938,https://image.tmdb.org/t/p/w500/iQXBMr4NzQst4X0rDU6MII6ZUOM.jpg,https://image.tmdb.org/t/p/w500/sEACcNF5lUEJusfiCa8ExwGrbC5.jpg,"Gwynplaine, son of Lord Clancharlie, has a permanent smile carved on his face by the King, in revenge for Gwynplaine's father's treachery. Gwynplaine is adopted by a travelling showman and becomes a popular idol. He falls in love with the blind Dea. The king dies, and his evil jester tries to destroy or corrupt Gwynplaine.","Drama;Romance","Mary Philbin;Conrad Veidt;Julius Molnar;Olga Baclanova;Brandon Hurst",https://www.youtube.com/watch?v=3-xDzeTCAYs
20,"Steamboat Bill, Jr.",1928-05-09,20.983,https://image.tmdb.org/t/p/w500/zygJMsmXxeyDc1N67OCZc8xtq4I.jpg,https://image.tmdb.org/t/p/w500/tSPbzlFwdPvvAnOkSRtdtoTawXd.jpg,"The just-out-of-college, effete son of a no-nonsense steamboat captain comes to visit his father whom he's not seen since he was a child.","Comedy;Romance","Buster Keaton;Tom McGuire;Ernest Torrence;Tom Lewis;Marion Byron",https://www.youtube.com/watch?v=4a9VXNW0jjE
21,"Lonesome",1928-06-20,23.246,https://image.tmdb.org/t/p/w500/3AL2B3m5uOa8E0q1bRsKMgz4iR7.jpg,https://image.tmdb.org/t/p/w500/h14tydAmBAX9CXJDFPb18wEJGnr.jpg,"Two lonely people in the big city meet and enjoy the thrills of an amusement park, only to lose each other in the crowd after spending a great day together. Will they ever see each other again?","Romance;Drama","Barbara Kent;Glenn Tryon;Fay Holderness;Gusztáv Pártos;Eddie Phillips",https://www.youtube.com/watch?v=iuCd76BL2TY
22,"The Cameraman",1928-09-10,16.267,https://image.tmdb.org/t/p/w500/prhMP7VVxpQTzOFIPsbnr41IDTN.jpg,https://image.tmdb.org/t/p/w500/7VUWMjhjKA2tJwl0ig2jLrWltq5.jpg,"A photographer takes up newsreel shooting to impress a secretary.","Comedy;Romance;Drama","Buster Keaton;Marceline Day;Harold Goodwin;Sidney Bracey;Harry Gribbon",https://www.youtube.com/watch?v=lWQTXkb5VYQ
23,"The Jazz Singer",1929-01-01,11.168,https://image.tmdb.org/t/p/w500/wr8Pt1GO87cwB3210TO3JTNDsUc.jpg,https://image.tmdb.org/t/p/w500/oBNJAxtRdqa7xfhRc6LRk7AMnaa.jpg,"A young Jewish man is torn between tradition and individuality when his old-fashioned family objects to his career as a jazz singer. This is the first full length feature film to use synchronized sound, and is the original film musical.","Drama;Music","Al Jolson;May McAvoy;Warner Oland;Eugenie Besserer;Otto Lederer",https://www.youtube.com/watch?v=YP00IQ60ZP0
24,"The Broadway Melody",1929-02-08,10.692,https://image.tmdb.org/t/p/w500/giq8GJs8YGMzHxeKxNSuwzAdd1c.jpg,https://image.tmdb.org/t/p/w500/bbLc3gYLOS2egDCZO0SGWE8Vml9.jpg,"The vaudeville act of Harriet and Queenie Mahoney comes to Broadway, where their friend Eddie Kerns needs them for his number in one of Francis Zanfield's shows. When Eddie meets Queenie, he soon falls in love with  her—but she is already being courted by Jock Warriner, a member of New York high society. Queenie eventually recognizes that, to Jock, she is nothing more than a toy, and that Eddie is in love with her.","Music;Romance;Drama","Charles King;Anita Page;Bessie Love;Betty Arthur;J. Emmett Beck",https://www.youtube.com/watch?v=XAcr4bb9ppI
25,"Blackmail",1929-07-28,17.165,https://image.tmdb.org/t/p/w500/7ioNEKouUkkWyv5tUDwVUd7BDRR.jpg,https://image.tmdb.org/t/p/w500/9H3muK2MLmTCO3dXfBYDhDLo0xO.jpg,"London, 1929. Frank Webber, a very busy Scotland Yard detective, seems to be more interested in his work than in Alice White, his girlfriend. Feeling herself ignored, Alice agrees to go out with an elegant and well-mannered artist who invites her to visit his fancy apartment.","Drama;Thriller;Crime","Anny Ondra;Sara Allgood;Charles Paton;John Longden;Donald Calthrop",https://www.youtube.com/watch?v=w1kWUWNPJa8
26,"All Quiet on the Western Front",1930-04-29,21.896,https://image.tmdb.org/t/p/w500/1wZUB08igw8iLUgF1r4T6aJD65b.jpg,https://image.tmdb.org/t/p/w500/hSRb0YhB4TaeIKgZtQbFuY3l0XM.jpg,"When a group of idealistic young men join the German Army during World War, they are assigned to the Western Front, where their patriotism is destroyed by the harsh realities of combat.","Drama;War","Louis Wolheim;Lew Ayres;John Wray;Arnold Lucy;Ben Alexander",https://www.youtube.com/watch?v=Qeh3DlBEjAc
27,"Murder!",1930-07-31,12.235,https://image.tmdb.org/t/p/w500/8VJdYKQkXYQFNncXfbveBL97Cx4.jpg,https://image.tmdb.org/t/p/w500/PYhykxjFQU3TnlvqoqMrsLTJ8U.jpg,"When a woman is convicted of murder, one of the jurors selected to serve on the murder-trial jury believes the accused, an aspiring actress, is innocent of the crime and takes it upon himself to apprehend the real killer.","Mystery;Crime;Thriller","Herbert Marshall;Edward Chapman;Esme Percy;Norah Baring;Phyllis Konstam",https://www.youtube.com/watch?v=BxMMkvTnW0A
28,"Animal Crackers",1930-08-08,10.083,https://image.tmdb.org/t/p/w500/qj7owFXzCtIbZC51O8NwLe4Kde4.jpg,https://image.tmdb.org/t/p/w500/3nrhN1V5YVdYAkzLfYSQCkqxEre.jpg,"The well-known explorer and hunter Captain Spaulding has just returned from Africa, and is being welcomed home with a lavish party at the estate of influential society matron Mrs. Rittenhouse when a valuable painting goes missing. The intrepid Captain Spaulding attempts to solve the crime with the help of his silly secretary Horatio Jamison, while sparring with the anarchic Signor Emanuel Ravelli and his nutty sidekick The Professor.","Comedy;Music","Groucho Marx;Harpo Marx;Chico Marx;Zeppo Marx;Lillian Roth",https://www.youtube.com/watch?v=0ykYqkECz9E
29,"Little Caesar",1931-01-25,13.362,https://image.tmdb.org/t/p/w500/1K3Q1tAHHA5Sdtja2pPALBQevA7.jpg,https://image.tmdb.org/t/p/w500/8i8Epd76HEX5ZAqbG1QboRFiiJm.jpg,"A small-time hood shoots his way to the top, but how long can he stay there?","Drama;Crime","Edward G. Robinson;Douglas Fairbanks Jr.;Glenda Farrell;William Collier Jr.;Sidney Blackmer",https://www.youtube.com/watch?v=pAM2UDuQIjw
30,"City Lights",1931-02-01,17.122,https://image.tmdb.org/t/p/w500/bXNvzjULc9jrOVhGfjcc64uKZmZ.jpg,https://image.tmdb.org/t/p/w500/n0Cju2Eu3VyrUFl32thblHFWznA.jpg,"A tramp falls in love with a beautiful blind flower girl. His on-and-off friendship with a wealthy man allows him to be the girl's benefactor and suitor.","Comedy;Romance;Drama","Charlie Chaplin;Virginia Cherrill;Florence Lee;Harry Myers;Al Ernest Garcia",https://www.youtube.com/watch?v=7vl7F8S4cpQ
31,"Dracula",1931-02-12,27.29,https://image.tmdb.org/t/p/w500/ueVSPt7vAba0XScHWTDWS5tNxYX.jpg,https://image.tmdb.org/t/p/w500/cemjdP7HrUyJAry85vRT19Hidbi.jpg,"British estate agent Renfield travels to Transylvania to meet with the mysterious Count Dracula, who is interested in leasing a castle in London and is, unbeknownst to Renfield, a vampire. After Dracula enslaves Renfield and drives him to insanity, the pair sail to London together, and as Dracula begins preying on London socialites, the two become the subject of study for a supernaturalist professor, Abraham Van Helsing.","Horror","Bela Lugosi;Helen Chandler;David Manners;Dwight Frye;Edward Van Sloan",https://www.youtube.com/watch?v=sSPNLK1wWaU
32,"The Public Enemy",1931-04-23,10.549,https://image.tmdb.org/t/p/w500/vVxdaRMprQO2DM4AFyJ6C4qZSFO.jpg,https://image.tmdb.org/t/p/w500/oXLaGV0VOqQhXdUmQpm6KGsSpu1.jpg,"Two young Chicago hoodlums, Tom Powers and Matt Doyle, rise up from their poverty-stricken slum life to become petty thieves, bootleggers and cold-blooded killers. But with street notoriety and newfound wealth, the duo feels the heat from the cops and rival gangsters both. Despite his ruthless criminal reputation, Tom tries to remain connected to his family, however, gang warfare and the need for revenge eventually pull him away.","Crime;Drama","James Cagney;Jean Harlow;Edward Woods;Joan Blondell;Donald Cook",https://www.youtube.com/watch?v=ECEcNXe4x8w
33,"Tabu",1931-08-01,19.981,https://image.tmdb.org/t/p/w500/dLp6AOzpRri2OAcEUUu3L1E4vJa.jpg,https://image.tmdb.org/t/p/w500/jLtiBuYhQoqAEACLyyhO3mo4JHx.jpg,"On the South Pacific island of Bora Bora, a young couple's love is threatened when the tribal chief declares the girl a sacred virgin.","Romance;Drama;Adventure","Matahi;Anne Chevalier;Bill Bambridge;Hitu;Jules",https://www.youtube.com/watch?v=BmHQjE_YCGw
34,"Frankenstein",1931-11-21,19.245,https://image.tmdb.org/t/p/w500/mu6wHwH0IwCCaEYtpqujuPJYat1.jpg,https://image.tmdb.org/t/p/w500/wFbPbJ9uRDpjY7micBTeolgkOA4.jpg,"Tampering with life and death, Henry Frankenstein pieces together salvaged body parts to bring a human monster to life; the mad scientist's dreams are shattered by his creation's violent rage as the monster awakens to a world in which he is unwelcome.","Drama;Horror;Science Fiction","Colin Clive;Mae Clarke;John Boles;Boris Karloff;Edward Van Sloan",https://www.youtube.com/watch?v=ctoOmIWr2vg
35,"Rich and Strange",1931-12-10,12.378,https://image.tmdb.org/t/p/w500/8uELURwfZlQBsy26VUk7ap0v3ZS.jpg,https://image.tmdb.org/t/p/w500/1sanK5lpAIFyFDFGi4OBz1yyWnJ.jpg,"Believing that an unexpected inheritance will bring them happiness, a married couple instead finds their relationship strained to the breaking point.","Comedy;Romance;Drama;Adventure","Henry Kendall;Joan Barry;Percy Marmont;Betty Amann;Elsie Randolph",https://www.youtube.com/watch?v=0SoJL6G8Ai8
37,"Murders in the Rue Morgue",1932-01-27,11.113,https://image.tmdb.org/t/p/w500/juw7PExPZ3JuwiT09fAePulrPoa.jpg,https://image.tmdb.org/t/p/w500/sLdz4K32OUP8cKk5G58e0JLofY9.jpg,"In 19th Century Paris, a maniac abducts young women and injects them with ape blood in an attempt to prove ape-human kinship but constantly meets failure as the abducted women die.","Crime;Horror;Mystery;Romance","Sidney Fox;Bela Lugosi;Leon Ames;Bert Roach;Betty Ross Clarke",https://www.youtube.com/watch?v=W3ONG8qFw_4
38,"Shanghai Express",1932-02-12,11.546,https://image.tmdb.org/t/p/w500/z0ea6xM3HhIZi7zApDVsxewv9R8.jpg,https://image.tmdb.org/t/p/w500/fa2wccG8gL48rHAxAw3lBhuRcyW.jpg,"A beautiful temptress re-kindles an old romance while trying to escape her past during a tension-packed train journey.","Drama;Romance;War;Crime;History","Marlene Dietrich;Clive Brook;Anna May Wong;Warner Oland;Eugene Pallette",https://www.youtube.com/watch?v=i86Hc6AAVt4
39,"Tarzan the Ape Man",1932-04-02,18.011,https://image.tmdb.org/t/p/w500/sqtdNAktAI3p1iXmaEooaHjMmWd.jpg,https://image.tmdb.org/t/p/w500/nmS3S14NJQv3RhoAjZaKB7KjAEh.jpg,"James Parker and Harry Holt are on an expedition in Africa in search of the elephant burial grounds that will provide enough ivory to make them rich. Parker's beautiful daughter Jane arrives unexpectedly to join them. Jane is terrified when Tarzan and his ape friends abduct her, but when she returns to her father's expedition she has second thoughts about leaving Tarzan.","Action;Adventure","Johnny Weissmüller;Maureen O'Sullivan;Neil Hamilton;C. Aubrey Smith;Doris Lloyd",https://www.youtube.com/watch?v=lIoPPD0NKhA
40,"Scarface",1932-04-09,19.585,https://image.tmdb.org/t/p/w500/y4E5oRiHMTFkEB12IIcpbKbKzDW.jpg,https://image.tmdb.org/t/p/w500/fX1DFPMZYsRG17BmMPJAKUaBZEz.jpg,"In 1920s Chicago, Italian immigrant and notorious thug, Antonio 'Tony' Camonte, aka Scarface, shoots his way to the top of the mobs while trying to protect his sister from the criminal life.","Crime;Drama","Paul Muni;Ann Dvorak;Karen Morley;Osgood Perkins;C. Henry Gordon",https://www.youtube.com/watch?v=XRmWftEjit0
41,"Grand Hotel",1932-05-25,18.781,https://image.tmdb.org/t/p/w500/g8xrpXJWzz91R4jL8ybMKMValB2.jpg,https://image.tmdb.org/t/p/w500/mTRmleBtvqlwMCLoRt9iwptDRRC.jpg,"Guests at a posh Berlin hotel struggle through worry, scandal, and heartache.","Drama;Romance","Greta Garbo;John Barrymore;Joan Crawford;Wallace Beery;Lionel Barrymore",https://www.youtube.com/watch?v=QFBKK8uaPww
42,"White Zombie",1932-07-28,24.566,https://image.tmdb.org/t/p/w500/s5DnfWHGeCExlweIFF4JOHKyx3H.jpg,https://image.tmdb.org/t/p/w500/9tcIzvTfIYkoxjLiTcaXdMwfzT6.jpg,"In Haiti, a wealthy landowner convinces a sorcerer to lure the American woman he has fallen for away from her fiance, only to have the madman decide to keep the woman for himself, as a zombie.","Horror","Bela Lugosi;Madge Bellamy;John Harron;Robert Frazer;Joseph Cawthorn",https://www.youtube.com/watch?v=Qzum68zgBl4
43,"American Madness",1932-08-15,10.38,https://image.tmdb.org/t/p/w500/hLtaGtsvyws2I18qltMGNyU4Mm1.jpg,https://image.tmdb.org/t/p/w500/b6jzjjZHRYfdGNBvBSxcKVexBIN.jpg,"Socially-conscious banker Thomas Dickson faces a crisis when his protégé is wrongly accused of robbing the bank, gossip of the robbery starts a bank run, and evidence suggests Dickson's wife had an affair... all in the same day.","Drama;Crime","Walter Huston;Pat O’Brien;Kay Johnson;Constance Cummings;Gavin Gordon",https://www.youtube.com/watch?v=0_BtIFlTtPA
44,"Horse Feathers",1932-08-19,10.85,https://image.tmdb.org/t/p/w500/v5ythNpSbESSEi4PCEmCPZUAvoI.jpg,https://image.tmdb.org/t/p/w500/rFzahi1q5ioRVCrwbOyd9A4CG6T.jpg,"Quincy Adams Wagstaff, the new president of Huxley U, hires bumblers Baravelli and Pinky to help his school win the big football game against rival Darwin U.","Comedy;Romance","Groucho Marx;Harpo Marx;Chico Marx;Zeppo Marx;Thelma Todd",https://www.youtube.com/watch?v=1RZ6csU7DYY
45,"The Most Dangerous Game",1932-09-16,13.191,https://image.tmdb.org/t/p/w500/3aNlOIFlGOnIzxqvAWpgm5Sly1H.jpg,https://image.tmdb.org/t/p/w500/aV2b3tOQYZBaEcCeXxbRaEaP6W1.jpg,"When legendary hunter Bob Rainsford is shipwrecked on the perilous reefs surrounding a mysterious island, he finds himself the guest of the reclusive and eccentric Count Zaroff. While he is very gracious at first, Zaroff eventually forces Rainsford and two other shipwreck survivors, brother and sister Eve and Martin Towbridge, to participate in a sadistic game of cat and mouse in which they are the prey and he is the hunter.","Action;Adventure;Horror","Joel McCrea;Fay Wray;Leslie Banks;Robert Armstrong;Noble Johnson",https://www.youtube.com/watch?v=DoHUfQKA_sc
46,"I Am a Fugitive from a Chain Gang",1932-11-09,14.274,https://image.tmdb.org/t/p/w500/jer6lim61i8V6a5HOZq2i07UQQf.jpg,https://image.tmdb.org/t/p/w500/nWLMIG4xY4MO2ESGoVfoVemu2a5.jpg,"A World War I veteran’s dreams of becoming a master architect evaporate in the cold light of economic realities. Things get even worse when he’s falsely convicted of a crime and sent to work on a chain gang.","Drama;Crime","Paul Muni;Glenda Farrell;Helen Vinson;Noel Francis;Preston Foster",https://www.youtube.com/watch?v=24R9vDcviKQ
47,"The Sign of the Cross",1932-11-30,11.136,https://image.tmdb.org/t/p/w500/qJdANRQy3BkTJGxXXHKMVoUigSD.jpg,https://image.tmdb.org/t/p/w500/9FntIH0fQjEKm5ZARBjU6a7G2pD.jpg,"After burning Rome, Emperor Nero decides to blame the Christians, and issues the edict that they are all to be caught and sent to the arena. Two old Christians are caught, and about to be hauled off, when Marcus, the highest military official in Rome, comes upon them. When he sees their stepdaughter Mercia, he instantly falls in love with her and frees them. Marcus pursues Mercia, which gets him into trouble with Emperor (for being easy on Christians) and with the Empress, who loves him and is jealous.","Drama;History","Fredric March;Elissa Landi;Claudette Colbert;Charles Laughton;Ian Keith",https://www.youtube.com/watch?v=aXYjgKjZ39g
48,"A Farewell to Arms",1932-12-08,13.925,https://image.tmdb.org/t/p/w500/eNmPByGZJqlp60nCZRhsAlVAb3F.jpg,https://image.tmdb.org/t/p/w500/ek1883HwUWzFliDaE6FAmJ8XoXi.jpg,"A tale of the World War I love affair, begun in Italy, between American ambulance driver Lt. Frederic Henry and British nurse Catherine Barkley. Eventually separated by Frederic's transfer, tremendous challenges and difficult decisions face each as the war rages on.","Drama;Romance;War","Helen Hayes;Gary Cooper;Adolphe Menjou;Mary Philips;Jack La Rue",https://www.youtube.com/watch?v=KT1RIeg5WL0
49,"The Mummy",1932-12-22,16.169,https://image.tmdb.org/t/p/w500/vSKpbZVvzqQcw6htiyEinbCY9vq.jpg,https://image.tmdb.org/t/p/w500/5cxxXQ1oZ3OfAH99c8yxwtIwL9r.jpg,"An ancient Egyptian priest named Imhotep is revived when an archaeological expedition finds his mummy and one of the archaeologists accidentally reads an ancient life-giving spell. Imhotep escapes from the field site and searches for the reincarnation of the soul of his lover.","Horror;Drama;Fantasy","Boris Karloff;Zita Johann;David Manners;Arthur Byron;Edward Van Sloan",https://www.youtube.com/watch?v=5eLN8ve_Eoc
50,"The Mad Doctor",1933-01-21,14.287,https://image.tmdb.org/t/p/w500/eKCGY7sRouxLrDhwdA5jcp026YA.jpg,https://image.tmdb.org/t/p/w500/3X22WFLQR0KSiUjkJeD6oJ1NmDO.jpg,"A dark and stormy night. Pluto is spirited away to the spooky mansion of an evil genius for a mad transplant scheme to put his head on the body of a chicken. Mickey gives chase, but find himself threatened severely by the house and its denizens.","Animation;Comedy;Horror","Walt Disney;Pinto Colvig;Billy Bletcher",https://www.youtube.com/watch?v=BBAlauy5cS8
51,"Cavalcade",1933-02-08,14.565,https://image.tmdb.org/t/p/w500/a6yld4HmB49b9CP9wmv3wcwk65K.jpg,https://image.tmdb.org/t/p/w500/9LQdJ807aXpZtE4JsBF62ZXpL4F.jpg,"A cavalcade of English life from New Year's Eve 1899 until 1933 is seen through the eyes of well-to-do Londoners Jane and Robert Marryot. Amongst events touching their family are the Boer War, the death of Queen Victoria, the sinking of the Titanic, and the Great War.","Drama;War","Diana Wynyard;Clive Brook;Una O'Connor;Herbert Mundin;Beryl Mercer",https://www.youtube.com/watch?v=d2sd4bObXD0
