ID,Title,Release Date,Popularity,Poster URL,Backdrop URL,Overview,Genres,Actors,Trailers
201,"The Talk of the Town",1942-08-20,13.835,https://image.tmdb.org/t/p/w500/9HOnFYmQ52awSYUEI21zbcuLE3i.jpg,https://image.tmdb.org/t/p/w500/imfdOMgteopHr3xslvSMlBPnZ7k.jpg,"Wrongfully jailed for arson, political activist Leopold Dilg escapes and takes refuge at the house of his childhood friend, Nora, unaware that she has recently rented it to a high-principled lawyer. Hilarity ensues as Nora tries to hide Leopold's identity from Professor Lightcap, while the two men enjoy spirited debates about their conflicting views of law.","Comedy;Drama;Romance","Cary Grant;Jean Arthur;Ronald Colman;Edgar Buchanan;Glenda Farrell",https://www.youtube.com/watch?v=LBe02Omuyz0
202,"Saludos Amigos",1942-08-24,19.592,https://image.tmdb.org/t/p/w500/kdZyHjsSHYBO53o59ZMz4fOXcmk.jpg,https://image.tmdb.org/t/p/w500/epWLmnK6XYtlR8ICOKauGH546W2.jpg,"A whimsical blend of live action and animation, 'Saludos Amigos' is a colorful kaleidoscope of art, adventure and music set to a toe-tapping samba beat. From high Andes peaks and Argentina's pampas to the sights and sounds of Rio de Janeiro, your international traveling companions are none other than those famous funny friends, Donald Duck and Goofy. They keep things lively as Donald encounters a stubborn llama and 'El Gaucho' Goofy tries on the cowboy way of life....South American-style.","Animation;Adventure;Music","Fred Shields;José Oliveira;Pinto Colvig;Walt Disney;Clarence Nash",https://www.youtube.com/watch?v=tlwbFB7Ietk
203,"Across the Pacific",1942-09-04,10.742,https://image.tmdb.org/t/p/w500/Amfvgyd7BpnRVgpMXBrHGNJWvWR.jpg,https://image.tmdb.org/t/p/w500/fGVAJR1dbW6RlTVYXdTrGdfwogF.jpg,"Rick Leland makes no secret of the fact he has no loyalty to his home country after he is court-marshaled out of the army and boards a Japanese ship for the Orient in late 1941. But has Leland really been booted out, or is there some other motive for his getting close to fellow passenger Doctor Lorenz? Any motive for getting close to attractive traveller Alberta Marlow would however seem pretty obvious.","Adventure;Thriller;Drama","Humphrey Bogart;Mary Astor;Sydney Greenstreet;Charles Halton;Victor Sen Yung",https://www.youtube.com/watch?v=gs11rac74g4
204,"Flying Tigers",1942-10-08,10.319,https://image.tmdb.org/t/p/w500/1Aee8HBwkq1yjKYMnL9YMPhXJZ.jpg,https://image.tmdb.org/t/p/w500/vKtDoxuJ5A63GOW2QlgT17CdHwG.jpg,"Jim Gordon commands a unit of the famed Flying Tigers, the American Volunteer Group which fought the Japanese in China before America's entry into World War II. Gordon must send his outnumbered band of fighter pilots out against overwhelming odds while juggling the disparate personalities and problems of his fellow flyers.","Action;Drama;War","John Wayne;John Carroll;Anna Lee;Paul Kelly;Gordon Jones",https://www.youtube.com/watch?v=H9lPTkWYJ6U
205,"Eyes in the Night",1942-10-16,10.335,https://image.tmdb.org/t/p/w500/hgzTLwi02VqiNNbzXv5pgTiI7p2.jpg,https://image.tmdb.org/t/p/w500/cx4tQkjAGmErD8yTMhlUOueZ6Uc.jpg,"Blind detective Duncan Maclain gets mixed up with enemy agents and murder when he tries to help an old friend with a rebellious stepdaughter.","Thriller;Mystery;Crime","Edward Arnold;Ann Harding;Donna Reed;Stephen McNally;Katherine Emery",https://www.youtube.com/watch?v=JylLN47E3Jw
206,"Now, Voyager",1942-10-22,13.318,https://image.tmdb.org/t/p/w500/kWtJ1C98fQB1fUDSfqb1NGBPPK8.jpg,https://image.tmdb.org/t/p/w500/lAqTraujV7MQUnMZ78XD07Tv5lQ.jpg,"A woman suffers a nervous breakdown and an oppressive mother before being freed by the love of a man she meets on a cruise.","Romance;Drama","Bette Davis;Paul Henreid;Claude Rains;Gladys Cooper;Bonita Granville",https://www.youtube.com/watch?v=t861z2ww0-Q
207,"I Married a Witch",1942-10-30,13.015,https://image.tmdb.org/t/p/w500/je47It0cpuFzM7wUReWlUQX0vXY.jpg,https://image.tmdb.org/t/p/w500/wk1yVgTOXGMGFt4QOYSz6ebR6az.jpg,"Rocksford, New England, 1672. Puritan witch hunter Jonathan Wooley is cursed after burning a witch at the stake: his descendants will never find happiness in their marriages. At present, politician Wallace Wooley, who is running for state governor, is about to marry his sponsor's daughter.","Comedy;Romance;Fantasy","Fredric March;Veronica Lake;Robert Benchley;Susan Hayward;Cecil Kellaway",https://www.youtube.com/watch?v=hxWFekcmzmk
208,"The Black Swan",1942-12-04,12.037,https://image.tmdb.org/t/p/w500/xGeoslDZmLq0k5bIN71sswdzm7Y.jpg,https://image.tmdb.org/t/p/w500/vK6SQRCjeaJUKKcpcv9urqSE5pt.jpg,"When notorious pirate Henry Morgan is made governor of Jamaica, he enlists the help of some of his former partners in ridding the Caribbean of buccaneers. When one of them apparently abducts the previous governor's pretty daughter and joins up with the rebels, things are set for a fight.","Adventure;Romance","Tyrone Power;Maureen O'Hara;Laird Cregar;Thomas Mitchell;George Sanders",https://www.youtube.com/watch?v=ecWg4l0Wbes
209,"Cat People",1942-12-05,16.484,https://image.tmdb.org/t/p/w500/zSNTDd5Q6No5BmY39Zp5BVgl8XE.jpg,https://image.tmdb.org/t/p/w500/dAE4x4BgauvsRkErmLg1L05LNAV.jpg,"A Serbian émigré in Manhattan believes that, because of an ancient curse, any physical intimacy with the man she loves will turn her into a feline predator.","Mystery;Horror;Romance","Simone Simon;Kent Smith;Tom Conway;Jane Randolph;Jack Holt",https://www.youtube.com/watch?v=w-MIQyzBWHs
210,"Random Harvest",1942-12-17,11.989,https://image.tmdb.org/t/p/w500/x5W3FOGmifwK3e8IhLDQYvURIw2.jpg,https://image.tmdb.org/t/p/w500/7p5XTeAZAIXykWZhWHgkjBOjlPo.jpg,"Wandered away from his asylum, an amnesiac World War I veteran falls in love with a music hall star but his amnesia makes it difficult to last.","Romance;Drama","Ronald Colman;Greer Garson;Philip Dorn;Susan Peters;Henry Travers",https://www.youtube.com/watch?v=P12UUGhe_mQ
211,"Sherlock Holmes and the Secret Weapon",1942-12-25,16.023,https://image.tmdb.org/t/p/w500/50qLIyhdWrDxcZE0bmHhUaxb2FP.jpg,https://image.tmdb.org/t/p/w500/kx7ItDbrIl8oLdGHLIlQWR6eSZp.jpg,"In the midst of World War II, Sherlock Holmes rescues the Swiss inventor of a new bomb-sight from the Gestapo and brings him to England, where he quickly falls into the clutches of the evil Professor Moriarty.","Action;Adventure;Crime;Mystery;Thriller","Basil Rathbone;Nigel Bruce;Lionel Atwill;William Post Jr.;Kaaren Verne",https://www.youtube.com/watch?v=e3ZTQvkyJ4k
212,"Shadow of a Doubt",1943-01-15,18.954,https://image.tmdb.org/t/p/w500/ptyWagbWE8jSGyV2tGEzAdVbRCj.jpg,https://image.tmdb.org/t/p/w500/AuCrQyv2WZfbZcWOfim3ifXZ7zv.jpg,"Just when Charlotte ‘Charlie’ Newton, is feeling especially frustrated by the lack of excitement in her small town in California, she receives wonderful news: Her uncle and namesake, Charlie Oakley, is coming to visit. However, as secrets about him come to the fore, Charlotte’s admiration turns into suspicion.","Thriller","Teresa Wright;Joseph Cotten;Macdonald Carey;Henry Travers;Patricia Collinge",https://www.youtube.com/watch?v=HHEu5vXUusc
213,"Casablanca",1943-01-15,42.17,https://image.tmdb.org/t/p/w500/5K7cOHoay2mZusSLezBOY0Qxh8a.jpg,https://image.tmdb.org/t/p/w500/nYW1AEdFSaywWuyjkVxNTbJtHxI.jpg,"In Casablanca, Morocco in December 1941, a cynical American expatriate meets a former lover, with unforeseen complications.","Drama;Romance","Humphrey Bogart;Ingrid Bergman;Paul Henreid;Claude Rains;Conrad Veidt",https://www.youtube.com/watch?v=MF7JH_54d8c
214,"Reveille with Beverly",1943-02-04,26.23,https://image.tmdb.org/t/p/w500/c1VIwjpxyOOCgukllM0BvIVfGm7.jpg,https://image.tmdb.org/t/p/w500/fAYwkISFvZWWYvyqXhF1pmH6CPh.jpg,"Beverly Ross, the switchboard operator at a local radio station, jumps at the chance to be the DJ for an early morning show before the soldiers at a nearby army camp assemble for reveille. Beverly, with her modern music, camp bulletins and chatter, is a hit with the soldiers. Beverly's younger brother and his two buddies are soldiers at the camp. The buddies vie for Beverly's attentions.","Comedy;Music;Romance;War","Ann Miller;William Wright;Dick Purcell;Larry Parks;Douglas Leavitt",https://www.youtube.com/watch?v=e48HsgRQPzM
215,"The Outlaw",1943-02-05,11.186,https://image.tmdb.org/t/p/w500/xqnPtCdL0gF5MvexVeVN1aimWg2.jpg,https://image.tmdb.org/t/p/w500/fAntrAMgfQTJ1c3mMR0g2eQvAkp.jpg,"Newly appointed sheriff Pat Garrett is pleased when his old friend Doc Holliday arrives in Lincoln, New Mexico on the stage. Doc is trailing his stolen horse, and it is discovered in the possession of Billy the Kid. In a surprising turnaround, Billy and Doc become friends. This causes the friendship between Doc and Pat to cool. The odd relationship between Doc and Billy grows stranger when Doc hides Billy at his girl Rio's place after Billy is shot.","Western;Drama","Jack Buetel;Jane Russell;Thomas Mitchell;Walter Huston;Mimi Aguglia",https://www.youtube.com/watch?v=Gnjv3ONSa9o
216,"Frankenstein Meets the Wolf Man",1943-03-05,12.377,https://image.tmdb.org/t/p/w500/eitxewmvmZXY7qoKpiVhdaFmwMz.jpg,https://image.tmdb.org/t/p/w500/ykbk7an62qpgHxwEz16XXKNvXRd.jpg,"Grave robbers open the grave of the wolf man and awaken him. He doesn't like the idea of being immortal and killing people when the moon is full so tries to find Dr. Frankenstein, in the hopes that the doctor can cure him. Dr. Frankenstein has died; however, his monster is found.","Horror","Lon Chaney Jr.;Bela Lugosi;Patric Knowles;Ilona Massey;Maria Ouspenskaya",https://www.youtube.com/watch?v=hErNkaFgir4
217,"The Ox-Bow Incident",1943-03-11,11.611,https://image.tmdb.org/t/p/w500/mAiDUTELbMUJKOTroJLrbYMBk3i.jpg,https://image.tmdb.org/t/p/w500/A1aJIo66DkwjWCZOPdRdShzDW2O.jpg,"A posse discovers a trio of men they suspect of murder and cow theft and are split between handing them over to the law or lynching them on the spot.","Western;Drama","Henry Fonda;Dana Andrews;Mary Beth Hughes;Anthony Quinn;William Eythe",https://www.youtube.com/watch?v=hKd34tmlqko
218,"I Walked with a Zombie",1943-04-21,10.687,https://image.tmdb.org/t/p/w500/uoyBR8XNxPQRojujtczfG1qJezY.jpg,https://image.tmdb.org/t/p/w500/bCyK6eETwA6kzxLxDDuwJ3l7Wdw.jpg,"A nurse in the Caribbean turns to voodoo in hopes of curing her patient, a mindless woman whose husband she's fallen in love with.","Mystery;Horror;Drama","James Ellison;Frances Dee;Tom Conway;Edith Barrett;James Bell",https://www.youtube.com/watch?v=R0NhhvTNND0
219,"Above Suspicion",1943-05-31,10.648,https://image.tmdb.org/t/p/w500/okX71WiiR5SHxKcDpIQf8shJ0c8.jpg,https://image.tmdb.org/t/p/w500/lrQ1CGRjK5DuG8wecSzXv0ZVePS.jpg,"Two newlyweds spy on the Nazis for the British Secret Service during their honeymoon in Europe.","Thriller","Joan Crawford;Fred MacMurray;Conrad Veidt;Basil Rathbone;Reginald Owen",https://www.youtube.com/watch?v=8NvRrOB171A
220,"For Whom the Bell Tolls",1943-07-12,14.251,https://image.tmdb.org/t/p/w500/j5tBLqs599srb0lryNZIlAWfWWy.jpg,https://image.tmdb.org/t/p/w500/pvn9N2S4b4AomcstFJxKHWZ6nWS.jpg,"Spain in the 1930s is the place to be for a man of action like Robert Jordan. There is a civil war going on and Jordan—who has joined up on the side that appeals most to idealists of that era—has been given a high-risk assignment up in the mountains. He awaits the right time to blow up a crucial bridge in order to halt the enemy's progress.","War;Romance;History;Drama;Adventure","Gary Cooper;Ingrid Bergman;Akim Tamiroff;Arturo de Córdova;Vladimir Sokoloff",https://www.youtube.com/watch?v=-B3MQoKQ_vI
221,"Batman",1943-07-16,14.589,https://image.tmdb.org/t/p/w500/AvzD3mrtokIzZOiV6zAG7geIo6F.jpg,https://image.tmdb.org/t/p/w500/bHxJA9rllKF2jhb11ARAwZJYSp6.jpg,"Japanese master spy Daka operates a covert espionage-sabotage organization located in Gotham City's now-deserted Little Tokyo, which turns American scientists into pliable zombies. The great crime-fighters Batman and Robin, with the help of their allies, are in pursuit.","Action;Adventure;Crime;Science Fiction;Thriller;War","Lewis Wilson;Douglas Croft;J. Carrol Naish;Shirley Patterson;William Austin",https://www.youtube.com/watch?v=kzEpyKuIhkQ
222,"Phantom of the Opera",1943-08-12,12.351,https://image.tmdb.org/t/p/w500/2IPsMihA1JNUnZbYpHZ93avZdW7.jpg,https://image.tmdb.org/t/p/w500/d8yE2GKtplZXXzgJ9151hV9nArD.jpg,"Following a tragic accident that leaves him disfigured, crazed composer Erique Claudin transformed into a masked phantom who schemes to make beautiful young soprano Christine Dubois the star of the opera and wreak revenge on those who stole his music.","Horror;Romance;Drama","Nelson Eddy;Susanna Foster;Claude Rains;Edgar Barrier;Leo Carrillo",https://www.youtube.com/watch?v=TfSj1dd6qmM
223,"Sahara",1943-09-22,14.963,https://image.tmdb.org/t/p/w500/roVIPqVLMdvs7uOcqDuwO891t8s.jpg,https://image.tmdb.org/t/p/w500/e3U2mnT9JPyruXEKi78TWmRN0I2.jpg,"In Libya, an American tank commander, along with a handful of Allied soldiers, tries to defend an isolated well with a limited supply of water from a German Afrika Korps battalion during the Western Desert Campaign of World War II.","Adventure;War","Humphrey Bogart;Bruce Bennett;J. Carrol Naish;Lloyd Bridges;Rex Ingram",https://www.youtube.com/watch?v=15PMPdCeT-8
224,"Son of Dracula",1943-11-05,17.509,https://image.tmdb.org/t/p/w500/pQTLdJ46WXPIix05EkcHAMDKUIw.jpg,https://image.tmdb.org/t/p/w500/ak5VIS2bBDaDOglqTz7gWyhTrMn.jpg,"Carpathian Count Alucard is invited to the U.S. by a young heiress. Her boyfriend and local officials are suspicious of the newcomer, who is interested in the 'virile' soil of the new world.","Horror","Lon Chaney Jr.;Robert Paige;Louise Allbritton;Frank Craven;J. Edward Bromberg",https://www.youtube.com/watch?v=WwQHsHIM41o
225,"Lassie Come Home",1943-12-01,11.673,https://image.tmdb.org/t/p/w500/boMs7uR8yJEnHKSvzkszS6eenmz.jpg,https://image.tmdb.org/t/p/w500/yzf3b8zFC2ol90eGL0VySETR94K.jpg,"Hard times come for the Carraclough family and they are forced to sell their dog, Lassie, to the rich Duke of Rudling. Lassie, however, is unwilling to remain apart from young Carraclough son Joe and sets out on a long and dangerous journey to rejoin him.","Adventure;Drama;Family","Roddy McDowall;Donald Crisp;May Whitty;Edmund Gwenn;Nigel Bruce",https://www.youtube.com/watch?v=X2NdRILPXYg
226,"The Song of Bernadette",1943-12-21,10.103,https://image.tmdb.org/t/p/w500/kRZItSgFaSDnHePwxX5PfZvu5M8.jpg,https://image.tmdb.org/t/p/w500/5gxdMOVSzWNVNSjDPzQGwP6xAed.jpg,"In 1858 Lourdes, France, Bernadette, an adolescent peasant girl, has a vision of 'a beautiful lady' in the city dump. She never claims it to be anything other than this, but the townspeople all assume it to be the Virgin Mary. The pompous government officials think she is nuts, and do their best to suppress the girl and her followers, and the church wants nothing to do with the whole matter. But as Bernadette attracts wider and wider attention, the phenomenon overtakes everyone in the the town, and transforms their lives.","Drama","Jennifer Jones;William Eythe;Charles Bickford;Vincent Price;Lee J. Cobb",https://www.youtube.com/watch?v=tdyLL5koREM
227,"Jane Eyre",1943-12-24,13.533,https://image.tmdb.org/t/p/w500/v4171t7fmwu7jnRJaO6jmLOYdVB.jpg,https://image.tmdb.org/t/p/w500/ojfWymbGbNKFmdC6AKAxHdCsoHZ.jpg,"After a harsh childhood, orphan Jane Eyre is hired by Edward Rochester, the brooding lord of a mysterious manor house to care for his young daughter.","Drama;Romance","Orson Welles;Joan Fontaine;Margaret O'Brien;Peggy Ann Garner;John Sutton",https://www.youtube.com/watch?v=fupUKF9SEy4
228,"Destination Tokyo",1943-12-31,11.502,https://image.tmdb.org/t/p/w500/tt5Bpv0ERcfKxMpL8og7guTCvWN.jpg,https://image.tmdb.org/t/p/w500/sYFUT5kIPM9IcLEo5QrgM5HW3iz.jpg,"During World War II, Captain Cassidy and his crew of submariners are ordered into Tokyo Bay on a secret mission. They are to gather information in advance of the planned bombing of Tokyo. Along the way, the crew learn about each other as they face the enemy and some of them lose their lives.","War","Cary Grant;John Garfield;Alan Hale;John Ridgely;Dane Clark",https://www.youtube.com/watch?v=zhkoqzAWGy8
229,"The Lodger",1944-01-19,13.054,https://image.tmdb.org/t/p/w500/qKuVeCVHRN9hfNWEk06JBVKuWww.jpg,https://image.tmdb.org/t/p/w500/tmDRpisxZSocdISKpZ7TXh6xsPz.jpg,"In Victorian era London, the inhabitants of a family home with rented rooms upstairs fear the new lodger is Jack the Ripper.","Thriller;Mystery","Merle Oberon;Laird Cregar;George Sanders;Cedric Hardwicke;Sara Allgood",https://www.youtube.com/watch?v=B7C2PSYDVqY
230,"Lifeboat",1944-01-28,15.064,https://image.tmdb.org/t/p/w500/2QXpzBMJJtmH7JvVf0ZzENvgc1o.jpg,https://image.tmdb.org/t/p/w500/chCsoPdAQfXQIhqJfexHywVEwxb.jpg,"During World War II, a small group of survivors is stranded in a lifeboat together after the ship they were traveling on is destroyed by a German U-boat.","War;Drama","Tallulah Bankhead;William Bendix;Walter Slezak;Mary Anderson;John Hodiak",https://www.youtube.com/watch?v=O_SGsmN96hk
231,"The Uninvited",1944-02-24,14.29,https://image.tmdb.org/t/p/w500/uwp5ahLmWliRyX3mPoLHU7BKhf5.jpg,https://image.tmdb.org/t/p/w500/poCmeIQA2xL7GnGq9PMwUcJ4AgI.jpg,"A brother and sister move into an old seaside house that has been abandoned for many years on the Cornwellian coast only to soon discover that it is haunted by the ghost of the mother of their neighbor's granddaughter, with whom the brother has fallen in love.","Fantasy;Horror;Mystery;Romance","Ray Milland;Ruth Hussey;Gail Russell;Donald Crisp;Alan Napier",https://www.youtube.com/watch?v=1dTHjio2kg0
232,"Cover Girl",1944-03-22,11.443,https://image.tmdb.org/t/p/w500/uhZATA1Of1vjnG62JwUcdb18v3v.jpg,https://image.tmdb.org/t/p/w500/xOpuvyOCUdXiKGuOtmDg3iH1IES.jpg,"A nightclub dancer makes it big in modeling, leaving her dancer boyfriend behind.","Comedy;Music;Romance","Rita Hayworth;Gene Kelly;Lee Bowman;Phil Silvers;Jinx Falkenburg",https://www.youtube.com/watch?v=dz23S5g3Hnk
233,"The Curse of the Cat People",1944-04-01,12.899,https://image.tmdb.org/t/p/w500/a2KedIReZYiPLjy1Ib89OSYo8Iv.jpg,https://image.tmdb.org/t/p/w500/1EYMFlz6zYq9etcMV4mIcoN8w3J.jpg,"Amy, the young, friendless daughter of Oliver and Alice Reed, befriends her father's late first wife and an aging, reclusive actress.","Fantasy;Drama;Horror","Simone Simon;Kent Smith;Jane Randolph;Ann Carter;Eve March",https://www.youtube.com/watch?v=dWvo6inl98E
234,"Gaslight",1944-05-04,18.04,https://image.tmdb.org/t/p/w500/gXKszCl5Q1KrgWRWpPcqn94CP58.jpg,https://image.tmdb.org/t/p/w500/fEVYmqXuD9iqesoYexOTHSGXIWK.jpg,"A newlywed fears she's going mad when strange things start happening at the family mansion.","Thriller;Drama;Mystery;Crime","Charles Boyer;Ingrid Bergman;Joseph Cotten;May Whitty;Angela Lansbury",https://www.youtube.com/watch?v=pnGdlnH2BDY
235,"Bathing Beauty",1944-06-27,10.896,https://image.tmdb.org/t/p/w500/9vqXU1hFpyLkJK4Wvt3bfUVMbqI.jpg,https://image.tmdb.org/t/p/w500/7SCpXfIsFbqaA6ffcdSUevaQdLF.jpg,"After breaking up with her fiancé, a gym teacher returns to work at a women's college, but a legal loophole allows him to enroll as one of her students.","Music;Comedy;Romance","Red Skelton;Esther Williams;Basil Rathbone;Bill Goodwin;Jean Porter",https://www.youtube.com/watch?v=zbn5XQpmNgo
236,"Double Indemnity",1944-07-06,20.28,https://image.tmdb.org/t/p/w500/rVNYZZgfhwqVMMWlBmxOfWqnwCj.jpg,https://image.tmdb.org/t/p/w500/u546kDNwrZ1ii6q8NqqQgHwRvoW.jpg,"A rich woman and a calculating insurance agent plot to kill her unsuspecting husband after he signs a double indemnity policy. Against a backdrop of distinctly Californian settings, the partners in crime plan the perfect murder to collect the insurance, which pays double if the death is accidental.","Crime;Thriller","Fred MacMurray;Barbara Stanwyck;Edward G. Robinson;Porter Hall;Richard Gaines",https://www.youtube.com/watch?v=9oxVkwB05rU
237,"Christmas Holiday",1944-07-31,13.311,https://image.tmdb.org/t/p/w500/nTrumh0ynfCuB8AT0DxRAgtXvOI.jpg,https://image.tmdb.org/t/p/w500/mARgLmutZwDevkyGk5GuIm7HJlR.jpg,"Don't be fooled by the title. Christmas Holiday is a far, far cry from It's a Wonderful Life. Told in flashback, the story begins as Abigail Martin marries Southern aristocrat Robert Monette. Unfortunately, Robert has inherited his family's streak of violence and instability, and soon drags Abigail into a life of misery.","Drama;Crime;Romance","Deanna Durbin;Gene Kelly;Richard Whorf;Dean Harens;Gladys George",https://www.youtube.com/watch?v=4iOzpu5lMuU
238,"The Pearl of Death",1944-08-01,14.281,https://image.tmdb.org/t/p/w500/36crcUCyyKZritifPJNlXMfsp9a.jpg,https://image.tmdb.org/t/p/w500/308vtODqXf6ot8Tat8TMIbi0550.jpg,"The famous Borgia Pearl, a valuable gem with a history of bringing murder and misfortune to its owner since the days of the Borgias, is brought to London, thanks in part to Sherlock Holmes. But before long the jewel is stolen, due to an error on Holmes' part, and shortly thereafter, a series of horrible murders begin, the murderer leaving his victims with their spines snapped and surrounded by a mass of smashed china.","Mystery;Crime;Thriller","Basil Rathbone;Nigel Bruce;Dennis Hoey;Evelyn Ankers;Miles Mander",https://www.youtube.com/watch?v=kVQLNTQ23YU
239,"Arsenic and Old Lace",1944-09-01,16.574,https://image.tmdb.org/t/p/w500/xG1GEEQGgExKl0WT5sRo1Arst5D.jpg,https://image.tmdb.org/t/p/w500/h0jlcOISKcrVG4IE4p5IyZGrMhn.jpg,"Mortimer Brewster, a newspaper drama critic, playwright, and author known for his diatribes against marriage, suddenly falls in love and gets married;  but when he makes a quick trip home to tell his two maiden aunts, he finds out his aunts' hobby - killing lonely old men and burying them in the cellar!","Comedy;Crime","Cary Grant;Priscilla Lane;Josephine Hull;Jean Adair;Raymond Massey",https://www.youtube.com/watch?v=imtJYamanh0
240,"Laura",1944-10-11,19.601,https://image.tmdb.org/t/p/w500/j0zEiFFrdbZnMXqD3piOtZBJeNB.jpg,https://image.tmdb.org/t/p/w500/d5HjGve67GkNC9lWpzZVKSotLlT.jpg,"A police detective falls in love with the woman whose murder he's investigating.","Drama;Mystery","Dana Andrews;Gene Tierney;Clifton Webb;Vincent Price;Judith Anderson",https://www.youtube.com/watch?v=Zbp8BGcF04g
241,"The Woman in the Window",1944-10-25,14.865,https://image.tmdb.org/t/p/w500/i8jDpAWByVYaQZJXbsg8XqDOF5y.jpg,https://image.tmdb.org/t/p/w500/6vXnGv5ly9leE6QGBRCzrUuG2tG.jpg,"A seductive woman gets an innocent professor mixed up in murder.","Thriller;Crime;Drama","Edward G. Robinson;Joan Bennett;Raymond Massey;Edmund Breon;Dan Duryea",https://www.youtube.com/watch?v=mkEkwxAaQCs
242,"Thirty Seconds Over Tokyo",1944-11-15,10.857,https://image.tmdb.org/t/p/w500/dvvgU0TwstTtZofAzBA5syt5on7.jpg,https://image.tmdb.org/t/p/w500/x5OnEbMl2o7mC85i8VaL9sHSix1.jpg,"In the wake of Pearl Harbor, a young lieutenant leaves his expectant wife to volunteer for a secret bombing mission which will take the war to the Japanese homeland.","War;Drama","Van Johnson;Robert Walker;Spencer Tracy;Tim Murdock;Don DeFore",https://www.youtube.com/watch?v=70o03FbZCsM
243,"Murder, My Sweet",1944-12-14,13.171,https://image.tmdb.org/t/p/w500/tbyzfN1AUKTvzh058L9ZcOpS9Vn.jpg,https://image.tmdb.org/t/p/w500/dR7NcWkMF2LkiMCR0oOjvec84SG.jpg,"After being hired to find an ex-con's former girlfriend, Philip Marlowe is drawn into a deeply complex web of mystery and deceit.","Mystery;Drama","Dick Powell;Claire Trevor;Anne Shirley;Otto Kruger;Mike Mazurki",https://www.youtube.com/watch?v=3hw1fjSyHqc
244,"The Three Caballeros",1944-12-21,12.706,https://image.tmdb.org/t/p/w500/nMfScRxw9wVLoO7LiEjziFAKLSK.jpg,https://image.tmdb.org/t/p/w500/kcWYiBWej3JdYbGEVaKYAQGfqYp.jpg,"For Donald's birthday he receives a box with three gifts inside. The gifts, a movie projector, a pop-up book, and a pinata, each take Donald on wild adventures through Mexico and South America.","Animation;Family;Music","Clarence Nash;Sterling Holloway;Joaquin Garay;José Oliveira;Aurora Miranda",https://www.youtube.com/watch?v=fS_Xklf08EY
245,"The Mummy's Curse",1944-12-22,11.432,https://image.tmdb.org/t/p/w500/mzdLuaFsZrxJ7KcrExTh7GEOqJt.jpg,https://image.tmdb.org/t/p/w500/k4SJCY65JzCgenu8gyNMb1NWGCD.jpg,"After being buried in quicksand for the past 25 years, Kharis is set free to roam the rural bayous of Louisiana, as is the soul of his beloved Princess Ananka, still housed in the body of Amina Mansouri, who seeks help and protection at a swamp draining project.","Horror;Fantasy;Thriller;Romance","Lon Chaney Jr.;Peter Coe;Virginia Christine;Kay Harding;Dennis Moore",https://www.youtube.com/watch?v=WO_5s8qiQRk
246,"To Have and Have Not",1945-01-20,10.977,https://image.tmdb.org/t/p/w500/9LaNn1wMcuyWmi8IiSuoorfjO90.jpg,https://image.tmdb.org/t/p/w500/7ZuOjLr5yQUG5qCXGQjyDQEqx29.jpg,"A Martinique charter boat skipper gets mixed up with the underground French resistance operatives during WWII.","Adventure;Romance;War","Humphrey Bogart;Walter Brennan;Lauren Bacall;Dolores Moran;Hoagy Carmichael",https://www.youtube.com/watch?v=0UlUzhnehvc
247,"National Velvet",1945-01-26,13.319,https://image.tmdb.org/t/p/w500/iUQfP3s967V3SIAbyomNT8z8MIf.jpg,https://image.tmdb.org/t/p/w500/xXJ48xbBA2xT8HxNSEz9SpCkSeV.jpg,"Mi Taylor is a young wanderer and opportunist who finds himself in the quiet English countryside home of the Brown family. The youngest daughter, Velvet, has a passion for horses and when she wins the spirited steed Pie in a town lottery, Mi is encouraged to train the horse.","Drama;Family","Mickey Rooney;Donald Crisp;Elizabeth Taylor;Anne Revere;Angela Lansbury",https://www.youtube.com/watch?v=nPBY9yWqs7I
248,"Hangover Square",1945-02-07,10.256,https://image.tmdb.org/t/p/w500/hKkeuelnX0cr5xZHys2wfpAnbm2.jpg,https://image.tmdb.org/t/p/w500/zt9O1O3PXOLrDPF2rOPmAeF68mA.jpg,"When composer George Harvey Bone wakes with no memory of the previous night and a bloody knife in his pocket, he worries that he has committed a crime. On the advice of Dr. Middleton, Bone agrees to relax, going to a music performance by singer Netta Longdon. Riveted by Netta, Bone agrees to write songs for her rather than his own concerto. However, Bone soon grows jealous of Netta and worries about controlling himself during his spells.","Thriller","Laird Cregar;Linda Darnell;George Sanders;Glenn Langan;Faye Marlowe",https://www.youtube.com/watch?v=SW-KkfL7Zv4
249,"A Tree Grows in Brooklyn",1945-02-28,10.663,https://image.tmdb.org/t/p/w500/8OcspR78jQLgR2ishUhf7ecILi0.jpg,https://image.tmdb.org/t/p/w500/yCDSn2dO0YLK2wk0CWFgfvQo1V2.jpg,"In Brooklyn circa 1900, the Nolans manage to enjoy life on pennies despite great poverty and Papa's alcoholism. We come to know these people well through big and little troubles: Aunt Sissy's scandalous succession of 'husbands'; the removal of the one tree visible from their tenement; and young Francie's desire to transfer to a better school...if irresponsible Papa can get his act together.","Drama","Dorothy McGuire;Joan Blondell;James Dunn;Lloyd Nolan;James Gleason",https://www.youtube.com/watch?v=8NEsJ5ScGr4
